,Sehir,İlce,Mahalle,Fiyat,brüt metrekare,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat
1354,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1355,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1356,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1357,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1358,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1359,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1360,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1361,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1362,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1363,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1364,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1365,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1366,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1367,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1368,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1369,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1370,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1371,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1372,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1373,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1374,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1375,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1376,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1377,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1378,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1379,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1380,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1381,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1382,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1383,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1384,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1385,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1386,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1387,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1388,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1389,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1390,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1391,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1392,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1393,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1394,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1395,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1396,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1397,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1398,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1399,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1400,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1401,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1402,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1403,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1404,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1405,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1406,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1407,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1408,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1409,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
